Entidad,Municipio,CP,Year,Num_Transacciones,Precio_x_m2
México,Coacalco de Berriozábal,55719,2019,312,9054.52
México,Coacalco de Berriozábal,55718,2019,80,8842.77
México,Coacalco de Berriozábal,55717,2019,195,10366.74
México,Coacalco de Berriozábal,55716,2019,15,10583.3
México,Coacalco de Berriozábal,55715,2019,28,9484.82
México,Coacalco de Berriozábal,55714,2019,36,10385.26
México,Coacalco de Berriozábal,55713,2019,17,10205.7
México,Coacalco de Berriozábal,55712,2019,481,19134.81
México,Coacalco de Berriozábal,55710,2019,121,12310.88
México,Coacalco de Berriozábal,55709,2019,12,8805.66
México,Coacalco de Berriozábal,55707,2019,14,10761.9
México,Coacalco de Berriozábal,55700,2019,145,16394.23
México,Coacalco de Berriozábal,55738,2018,7,13173.86
México,Coacalco de Berriozábal,55737,2018,7,9676.11
México,Coacalco de Berriozábal,55736,2018,115,11486.21
México,Coacalco de Berriozábal,55730,2018,14,10315.82
México,Coacalco de Berriozábal,55729,2018,2,9114.58
México,Coacalco de Berriozábal,55728,2018,10,8625.9
México,Coacalco de Berriozábal,55726,2018,4,9964.73
México,Coacalco de Berriozábal,55720,2018,41,10319.26
México,Coacalco de Berriozábal,55719,2018,189,8758.78
México,Coacalco de Berriozábal,55718,2018,64,8080.32
México,Coacalco de Berriozábal,55717,2018,109,9627.16
México,Coacalco de Berriozábal,55716,2018,10,10483.87
México,Coacalco de Berriozábal,55715,2018,15,8886.12
México,Coacalco de Berriozábal,55714,2018,51,10299.87
México,Coacalco de Berriozábal,55713,2018,13,8236.86
México,Coacalco de Berriozábal,55712,2018,443,14860.14
México,Coacalco de Berriozábal,55710,2018,68,11608
México,Coacalco de Berriozábal,55709,2018,7,9241.78
México,Coacalco de Berriozábal,55707,2018,4,10151.86
México,Coacalco de Berriozábal,55700,2018,65,17680.15
México,Coacalco de Berriozábal,55739,2017,1,9768.88
México,Coacalco de Berriozábal,55738,2017,14,12976.39
México,Coacalco de Berriozábal,55737,2017,21,9415.54
México,Coacalco de Berriozábal,55736,2017,246,11245.93
México,Coacalco de Berriozábal,55730,2017,14,9457.36
México,Coacalco de Berriozábal,55728,2017,15,8665.73
México,Coacalco de Berriozábal,55726,2017,12,12470.15
México,Coacalco de Berriozábal,55720,2017,52,10379.04
México,Coacalco de Berriozábal,55719,2017,346,8216.55
México,Coacalco de Berriozábal,55718,2017,88,7738.91
México,Coacalco de Berriozábal,55717,2017,255,9964.9
México,Coacalco de Berriozábal,55716,2017,31,9173.86
México,Coacalco de Berriozábal,55715,2017,29,9060.96
México,Coacalco de Berriozábal,55714,2017,82,9680.15
México,Coacalco de Berriozábal,55713,2017,13,9888.99
México,Coacalco de Berriozábal,55712,2017,539,12870.01
México,Coacalco de Berriozábal,55710,2017,125,10663.46
México,Coacalco de Berriozábal,55709,2017,10,8592.36
México,Coacalco de Berriozábal,55707,2017,15,10116.95
México,Coacalco de Berriozábal,55705,2017,1,11118.7
México,Coacalco de Berriozábal,55700,2017,155,17051.61
México,Coacalco de Berriozábal,55738,2016,19,12075.91
México,Coacalco de Berriozábal,55737,2016,12,8111.88
México,Coacalco de Berriozábal,55736,2016,316,9844.74
México,Coacalco de Berriozábal,55730,2016,6,9714.91
México,Coacalco de Berriozábal,55729,2016,7,9446.39
México,Coacalco de Berriozábal,55728,2016,20,8187.18
México,Coacalco de Berriozábal,55726,2016,6,11145.49
México,Coacalco de Berriozábal,55720,2016,54,9361.92
México,Coacalco de Berriozábal,55719,2016,317,7927.84
México,Coacalco de Berriozábal,55718,2016,90,7998.95
México,Coacalco de Berriozábal,55717,2016,178,8440.86
México,Coacalco de Berriozábal,55716,2016,11,8618.77
México,Coacalco de Berriozábal,55715,2016,20,9828.42
México,Coacalco de Berriozábal,55714,2016,103,9458.63
México,Coacalco de Berriozábal,55713,2016,10,8223.03
México,Coacalco de Berriozábal,55712,2016,565,10957.87
México,Coacalco de Berriozábal,55710,2016,152,10315.72
México,Coacalco de Berriozábal,55709,2016,10,8505.87
México,Coacalco de Berriozábal,55707,2016,14,8583.13
México,Coacalco de Berriozábal,55700,2016,155,11808.42
México,Coacalco de Berriozábal,55739,2015,2,11212.1
México,Coacalco de Berriozábal,55738,2015,4,11470.93
México,Coacalco de Berriozábal,55737,2015,8,7304.1
México,Coacalco de Berriozábal,55736,2015,178,9156.23
México,Coacalco de Berriozábal,55730,2015,10,7732.95
México,Coacalco de Berriozábal,55729,2015,1,7697.79
México,Coacalco de Berriozábal,55728,2015,10,7708.75
México,Coacalco de Berriozábal,55726,2015,5,10674.22
México,Coacalco de Berriozábal,55720,2015,44,9115.66
México,Coacalco de Berriozábal,55719,2015,188,7830.06
México,Coacalco de Berriozábal,55718,2015,52,7122.79
México,Coacalco de Berriozábal,55717,2015,114,8060.15
México,Coacalco de Berriozábal,55716,2015,10,9296.9
México,Coacalco de Berriozábal,55715,2015,8,8940.39
México,Coacalco de Berriozábal,55714,2015,54,9014.44
México,Coacalco de Berriozábal,55713,2015,6,7929.4
México,Coacalco de Berriozábal,55712,2015,235,10521.94
México,Coacalco de Berriozábal,55710,2015,92,9860.23
México,Coacalco de Berriozábal,55709,2015,6,8367.82
México,Coacalco de Berriozábal,55707,2015,16,9832.49
México,Coacalco de Berriozábal,55700,2015,78,11715.96
Puebla,Cuautlancingo,72735,2020,22,12692.53
Puebla,Cuautlancingo,72733,2020,2,11225.56
Puebla,Cuautlancingo,72730,2020,24,11867.63
Puebla,Cuautlancingo,72724,2020,27,12946.02
Puebla,Cuautlancingo,72713,2020,46,13568.44
Puebla,Cuautlancingo,72710,2020,95,10843.59
Puebla,Cuautlancingo,72708,2020,1,8838.68
Puebla,Cuautlancingo,72707,2020,2,11213.84
Puebla,Cuautlancingo,72706,2020,30,12345.01
Puebla,Cuautlancingo,72705,2020,15,11975.87
Puebla,Cuautlancingo,72704,2020,11,11575.49
Puebla,Cuautlancingo,72703,2020,15,11329.77
Puebla,Cuautlancingo,72702,2020,25,12987.57
Puebla,Cuautlancingo,72700,2020,199,13028.98
Puebla,Cuautlancingo,72735,2019,51,12885.29
Puebla,Cuautlancingo,72733,2019,8,12008.71
Puebla,Cuautlancingo,72730,2019,70,10211.53
Puebla,Cuautlancingo,72725,2019,3,12282.1
Puebla,Cuautlancingo,72724,2019,145,12909.8
Puebla,Cuautlancingo,72723,2019,1,9758.1
Puebla,Cuautlancingo,72720,2019,1,9935.18
Puebla,Cuautlancingo,72713,2019,26,11476.99
Puebla,Cuautlancingo,72710,2019,146,10275.83
Puebla,Cuautlancingo,72707,2019,3,12852.83
Puebla,Cuautlancingo,72706,2019,68,12158.6
Puebla,Cuautlancingo,72705,2019,31,13461.22
Puebla,Cuautlancingo,72704,2019,21,11230.55
Puebla,Cuautlancingo,72703,2019,35,12050.23
Puebla,Cuautlancingo,72702,2019,43,11918.65
Puebla,Cuautlancingo,72700,2019,568,12625.02
Puebla,Cuautlancingo,72735,2018,29,11385.02
Puebla,Cuautlancingo,72733,2018,7,11129.07
Puebla,Cuautlancingo,72730,2018,170,11196.75
Puebla,Cuautlancingo,72724,2018,44,13249.22
Puebla,Cuautlancingo,72723,2018,1,6188.25
Puebla,Cuautlancingo,72713,2018,39,11563.23
Puebla,Cuautlancingo,72710,2018,96,9500.11
Puebla,Cuautlancingo,72707,2018,3,10022.35
Puebla,Cuautlancingo,72706,2018,15,10610.54
Puebla,Cuautlancingo,72705,2018,15,12014.02
Puebla,Cuautlancingo,72704,2018,18,10049.78
Puebla,Cuautlancingo,72703,2018,38,10875.15
Puebla,Cuautlancingo,72702,2018,35,9908.75
Puebla,Cuautlancingo,72700,2018,437,11723.84
Puebla,Cuautlancingo,72735,2017,50,10267.87
Puebla,Cuautlancingo,72733,2017,15,10842.58
Puebla,Cuautlancingo,72730,2017,1047,10515.42
Puebla,Cuautlancingo,72725,2017,3,11989.89
Puebla,Cuautlancingo,72724,2017,16,10595.1
Puebla,Cuautlancingo,72723,2017,5,8868.9
Puebla,Cuautlancingo,72713,2017,124,10636.73
Puebla,Cuautlancingo,72710,2017,346,9321.83
Puebla,Cuautlancingo,72708,2017,4,7328.19
Puebla,Cuautlancingo,72707,2017,4,10097.4
Puebla,Cuautlancingo,72706,2017,65,10179.41
Puebla,Cuautlancingo,72705,2017,20,10496.19
Puebla,Cuautlancingo,72704,2017,33,9734.13
Puebla,Cuautlancingo,72703,2017,24,8693.32
Puebla,Cuautlancingo,72702,2017,78,9540.83
Puebla,Cuautlancingo,72700,2017,799,10837.13
Puebla,Cuautlancingo,72735,2016,55,9528.45
Puebla,Cuautlancingo,72733,2016,9,10393.34
Puebla,Cuautlancingo,72730,2016,1016,10005.03
Puebla,Cuautlancingo,72725,2016,5,13369.42
Puebla,Cuautlancingo,72724,2016,24,9491.29
Puebla,Cuautlancingo,72723,2016,1,7607.73
Puebla,Cuautlancingo,72713,2016,104,9759.57
Puebla,Cuautlancingo,72710,2016,405,9168.7
Puebla,Cuautlancingo,72708,2016,4,6990.11
Puebla,Cuautlancingo,72707,2016,4,9545.18
Puebla,Cuautlancingo,72706,2016,51,9283.63
Puebla,Cuautlancingo,72705,2016,31,9973.57
Puebla,Cuautlancingo,72704,2016,15,8199.9
Puebla,Cuautlancingo,72703,2016,29,8505.75
Puebla,Cuautlancingo,72702,2016,48,8677.9
Puebla,Cuautlancingo,72700,2016,740,9886.67
Puebla,Cuautlancingo,72735,2015,44,9169.73
Puebla,Cuautlancingo,72733,2015,33,9234.51
Puebla,Cuautlancingo,72730,2015,760,9835.08
Puebla,Cuautlancingo,72725,2015,6,11195.41
Puebla,Cuautlancingo,72724,2015,18,8329.33
Puebla,Cuautlancingo,72723,2015,1,7221.4
Puebla,Cuautlancingo,72720,2015,2,6703.66
Puebla,Cuautlancingo,72713,2015,167,10422.66
Puebla,Cuautlancingo,72710,2015,296,10132.45
Puebla,Cuautlancingo,72708,2015,3,8107.46
Puebla,Cuautlancingo,72707,2015,2,8640.37
Puebla,Cuautlancingo,72706,2015,84,8958.61
Puebla,Cuautlancingo,72705,2015,29,9368.69
Puebla,Cuautlancingo,72704,2015,10,8473.95
Puebla,Cuautlancingo,72703,2015,18,8334.02
Puebla,Cuautlancingo,72702,2015,22,8604.36
Puebla,Cuautlancingo,72700,2015,476,9251.6
